name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps,ncaa_conf,ncaa_pos,ncaa_exp,ncaa_height,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_fg_pct,ncaa_two_pct,ncaa_three_pct,ncaa_ft_pct,ncaa_oreb,ncaa_dreb,ncaa_rpg,ncaa_apg,ncaa_ast_to,ncaa_spg,ncaa_bpg,ncaa_tpg,ncaa_ortg,ncaa_adj_oe,ncaa_drtg,ncaa_porpag,ncaa_dporpag,ncaa_bpm,ncaa_obpm,ncaa_dbpm,ncaa_usage,birth_date,draft_age
danny wolf,2025,27.0,SF-PF,Michigan,College/University,BKN,82.5,,251.8,86.25,109.0,,9.25,9.75,24.0,30.0,11.26,2.91,3.51,,B10,PF/C,Jr,7-0,37.0,,13.2162,,0.5670000000000001,0.3359999999999999,0.594,2.2973000000000003,7.4324,9.7297,3.5676,1.1000246499999995,0.6757,1.3514,,103.5,2.7,267.927,118.012,4.59202,8.66077,2.16026,6.500509999999999,25.2,2004-05-05,21.139
hugo gonzalez,2025,28.0,SF,Real Madrid Baloncesto (Spain),Other Team/Club,BOS,78.25,,222.7,82.75,101.5,,10.25,9.0,,,10.91,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-05,19.384
liam mcneeley,2025,29.0,SF-PF,Connecticut,College/University,PHX,78.75,,214.6,80.5,99.5,,8.75,10.0,30.5,36.5,11.11,2.75,3.16,,BE,Wing F,Fr,6-7,27.0,,14.5185,,0.436,0.317,0.8660000000000001,0.9259,5.037,5.963,2.2593,1.2199902899999997,0.5556000000000001,0.2222,,109.5,2.5,136.621,119.409,3.38926,0.927904,1.6481,-0.720199,24.2,2005-10-10,19.707
yanic konan niederhauser,2025,30.0,C,Penn State,College/University,LAC,83.25,,242.6,87.25,111.0,,9.5,9.0,33.5,37.0,11.45,2.84,3.2,,B10,C,Jr,7-0,29.0,,12.8966,,0.637,0.091,0.6639999999999999,2.069,4.2759,6.344799999999999,0.7586,0.45831319,0.6552,2.3103,,114.9,4.0,162.03,122.806,3.21058,6.20012,1.0036299999999998,5.19649,22.9,2003-03-14,22.283
rasheer fleming,2025,31.0,SF-PF,Saint Joseph's,College/University,MIN,80.25,,232.4,89.25,109.0,,9.5,9.5,27.0,32.5,10.95,2.72,3.24,,A10,Stretch 4,Jr,6-9,35.0,,14.6571,,0.646,0.39,0.743,2.0571,6.4857000000000005,8.5429,1.2571,0.8147644100000001,1.4,1.5429,,121.4,3.3,255.123,123.429,4.13306,6.78101,2.92491,3.85611,20.4,2004-07-10,20.958
noah penda,2025,32.0,PF,Le Mans Sarthe Basket (France),Other Team/Club,BOS,79.25,,241.8,83.5,106.5,,8.25,9.75,25.0,31.0,11.7,3.13,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-07,20.463
sion james,2025,33.0,SG,Duke,College/University,CHA,76.5,,217.6,78.5,100.0,,8.25,9.25,32.0,39.5,10.91,2.93,2.97,,ACC,Wing G,Jr,6-6,39.0,,8.615400000000001,,0.5700000000000001,0.413,0.81,0.7436,3.4359,4.1795,2.9487,2.44685072,0.8205,0.2564,,127.8,3.2,182.898,128.712,3.70743,8.7686,5.12132,3.64728,17.1,2002-12-04,22.557
ryan kalkbrenner,2025,34.0,C,Creighton,College/University,CHA,85.0,,257.4,90.0,112.0,,9.25,11.25,29.0,33.0,12.05,3.1,3.34,,BE,C,Sr,7-1,35.0,,19.2,,0.706,0.344,0.6809999999999999,2.4,6.257099999999999,8.6571,1.5429,1.05888404,0.5429,2.6571,,129.2,1.6,259.605,141.148,4.55953,11.0027,5.610499999999999,5.39221,22.3,2002-01-17,23.436
johni broome,2025,35.0,SF-PF,Auburn,College/University,PHI,81.25,,249.4,84.25,108.5,,9.25,10.25,24.5,28.0,11.52,3.23,3.37,,SEC,PF/C,Sr,6-10,36.0,,18.5833,,0.559,0.278,0.587,3.6667,7.1389,10.805600000000002,2.8889,1.82460687,0.9444,2.1111,,118.5,2.8,259.467,144.424,4.84884,13.717999999999998,7.004499999999999,6.71348,30.6,2002-07-19,22.935
adou thiero,2025,36.0,PG-SG,Arkansas,College/University,BKN,78.25,,218.4,84.0,104.5,,9.0,10.25,,,,,,,SEC,Wing G,Jr,6-6,27.0,,15.0741,,0.605,0.256,0.6859999999999999,1.7777999999999998,4.037,5.814799999999999,1.8889,1.1087046399999998,1.6296,0.7407,,116.1,3.7,160.318,130.64499999999998,3.8798399999999993,8.17934,4.36623,3.81311,25.9,2004-05-08,21.131
chaz lanier,2025,37.0,PG-SG,Tennessee,College/University,DET,75.75,,205.8,81.0,101.5,,8.5,9.75,33.0,39.0,10.53,2.96,3.12,,SEC,Wing G,Sr,6-5,38.0,,18.0,,0.474,0.395,0.758,0.5,3.3947,3.8947,1.0526,0.9523207,0.8947,0.1316,,115.5,2.0,189.451,129.32700000000003,4.317579999999999,4.54763,4.06356,0.484078,24.9,2001-12-19,23.515
kam jones,2025,38.0,PG,Marquette,College/University,SAS,75.25,,202.4,78.0,100.5,,8.25,8.5,24.5,31.5,11.42,3.11,3.27,,BE,Scoring PG,Sr,6-4,34.0,,19.2059,,0.586,0.311,0.648,0.6471,3.8235,4.470600000000001,5.8824,3.17469909,1.3824,0.2647,,118.1,2.6,201.222,138.446,4.11865,8.48581,7.05462,1.4311899999999995,29.2,2002-02-25,23.329
alijah martin,2025,39.0,SG,Florida,College/University,TOR,73.5,,208.4,79.5,99.5,,8.25,9.25,29.5,38.0,11.06,3.05,3.11,,SEC,Combo G,Sr,6-2,38.0,,14.3684,,0.5730000000000001,0.35,0.761,1.2105,3.2632000000000003,4.473700000000001,2.1579,1.4908802899999998,1.4736999999999998,0.1842,,121.3,1.9,212.534,129.52700000000002,4.09845,8.38395,6.03257,2.35138,20.6,2001-12-26,23.496
micah peavy,2025,40.0,SF,Georgetown,College/University,WAS,78.25,,211.6,79.25,101.0,,8.5,8.75,30.5,35.5,10.9,3.06,3.13,,BE,Wing F,Sr,6-8,32.0,,17.1875,,0.514,0.4,0.659,1.6562,4.124999999999999,5.781200000000001,3.5625,1.37346746,2.3125,0.5,,108.3,3.2,237.934,117.36,4.42827,5.164339999999999,2.42109,2.74324,24.5,2001-07-16,23.943
koby brea,2025,41.0,SG,Kentucky,College/University,GSW,77.75,,201.8,77.25,101.5,,8.5,9.25,27.5,34.0,11.4,3.23,3.31,,SEC,Wing G,Sr,6-7,36.0,,11.638899999999998,,0.545,0.435,0.914,0.2778,2.9167,3.1944,1.3333,2.8235916500000005,0.4722,0.3333,,128.9,1.9,152.286,128.128,2.90133,6.06502,5.49517,0.5698500000000001,14.9,2002-11-06,22.634
maxime raynaud,2025,42.0,C,Stanford,College/University,SAC,84.25,,236.8,85.25,110.0,,9.0,10.25,28.0,31.5,11.31,3.16,3.23,,ACC,PF/C,Sr,7-1,35.0,,20.2,,0.53,0.347,0.77,2.7143,7.8857,10.6,1.6571,0.6904582899999999,0.8571000000000001,1.4286,,110.1,2.4,248.564,127.825,3.97543,4.43795,2.2641600000000004,2.1737900000000003,30.3,2003-04-07,22.218
jamir watkins,2025,43.0,SF,Florida State,College/University,WAS,77.0,,214.6,83.25,102.5,,9.25,9.75,31.5,37.0,11.19,3.21,3.14,,ACC,Wing G,Sr,6-7,32.0,,18.4375,,0.496,0.321,0.747,1.0312,4.6562,5.687499999999999,2.375,0.8837209300000001,1.1875,0.5312,,105.7,4.1,193.329,122.08,3.55436,2.7507200000000003,2.12795,0.622768,30.3,2001-07-06,23.97
brooks barnhizer,2025,44.0,,Northwestern,College/University,OKC,,,,,,,,,,,,,,,B10,Wing G,Sr,6-6,17.0,,17.117600000000003,,0.465,0.266,0.764,1.5294,7.294099999999999,8.823500000000001,4.2353000000000005,1.5319203399999997,2.2941000000000003,1.1176,,101.6,1.8,149.167,117.064,5.397029999999999,8.144619999999998,2.0737300000000003,6.07088,28.0,2002-03-02,23.316
rocco zikarsky,2025,45.0,C,Brisbane (Australia),Other Team/Club,CHI,87.0,,257.0,88.75,114.5,,9.0,9.75,27.5,31.5,11.92,3.0,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-11,18.957
amari williams,2025,46.0,,Kentucky,College/University,ORL,,,,,,,,,,,,,,,SEC,C,Sr,7-0,36.0,,10.8611,,0.5660000000000001,0.25,0.623,2.0556,6.4444,8.5,3.1944,1.40240581,0.5556000000000001,1.2222,,111.0,3.9,194.468,128.496,3.12435,9.11998,2.86661,6.25337,26.9,2002-01-28,23.406
bogoljub markovic,2025,47.0,PF,KK Mega Leks (Serbia),Other Team/Club,MIL,82.5,,213.2,83.5,110.0,,8.25,9.75,24.0,27.5,11.4,2.96,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-12,19.953
javon small,2025,48.0,PG,West Virginia,College/University,MEM,73.0,,190.0,76.75,96.0,,8.25,9.75,33.0,40.5,10.74,2.87,3.07,,B12,Scoring PG,Sr,6-2,32.0,,18.5938,,0.493,0.353,0.88,0.4688,3.625,4.0938,5.624999999999999,2.06892742,1.5312,0.3438,,113.0,1.7,197.124,133.27899999999997,4.75252,8.580369999999998,6.117319999999999,2.46305,28.7,2002-12-19,22.516
tyrese proctor,2025,49.0,PG-SG,Duke,College/University,CLE,76.25,,183.2,79.25,100.5,,8.25,9.0,30.5,36.5,10.75,3.0,3.19,,ACC,Combo G,Jr,6-6,38.0,,12.3684,,0.524,0.405,0.6799999999999999,0.4737,2.5525999999999995,3.0263,2.2368,2.12502366,0.7894999999999999,0.1053,,121.3,2.6,177.47,124.985,3.99229,6.97787,5.34141,1.63646,18.7,2004-04-01,21.232
kobe sanders,2025,50.0,SF,Nevada-Reno,College/University,NYK,79.0,,203.2,80.25,103.0,,8.5,9.25,30.0,36.0,10.95,3.0,3.19,,MWC,Scoring PG,Sr,6-9,33.0,,15.8485,,0.516,0.3419999999999999,0.7949999999999999,0.6667,3.2121,3.8788,4.4545,2.40979181,1.1212,0.2727,,115.7,2.8,175.135,129.907,3.15722,4.41552,4.4859,-0.0703796,27.2,2002-05-30,23.072
mohamed diawara,2025,51.0,,Cholet Basket (France),Other Team/Club,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-29,20.156
alex toohey,2025,52.0,SF,Sydney (Australia),Other Team/Club,PHX,79.75,,222.8,82.75,104.5,,9.0,10.25,26.5,31.5,11.38,2.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-05,21.139
john tonje,2025,53.0,SG,Wisconsin,College/University,UTA,76.75,,211.8,81.0,102.5,,9.0,9.5,30.0,37.0,11.14,3.21,3.2,,B10,Wing G,Sr,6-5,37.0,,19.5676,,0.541,0.388,0.909,0.7837999999999999,4.4865,5.270300000000001,1.8108,0.98530848,0.7297,0.2162,,123.8,2.2,206.48,141.403,3.74868,7.848179999999999,6.476140000000001,1.37204,26.8,2001-04-23,24.172
taelon peter,2025,54.0,,Liberty,College/University,IND,,,,,,,,,,,,,,,CUSA,Wing G,Sr,6-4,32.0,,,,0.758,0.458,0.771,,,,,,,,,132.3,3.7,145.313,135.33700000000002,2.77175,7.20552,5.935560000000001,1.2699599999999998,20.8,2002-02-27,23.324
lachlan olbrich,2025,55.0,PF,Illawarra (Australia),Other Team/Club,LAL,80.75,,230.2,83.25,107.5,,10.0,9.0,23.5,31.0,11.9,3.0,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-30,21.487
will richard,2025,56.0,,Florida,College/University,MEM,,,,,,,,,,,,,,,SEC,Wing G,Sr,6-4,40.0,,13.275,,0.6689999999999999,0.359,0.8440000000000001,1.125,3.45,4.575,1.85,1.19354844,1.65,0.325,,124.5,2.8,241.763,127.47,4.3916,9.61457,6.05025,3.5643200000000004,17.4,2002-12-24,22.502
max shulga,2025,57.0,SG,Virginia Commonwealth,College/University,ORL,76.25,,206.4,77.75,99.0,,8.0,9.75,29.5,34.5,11.35,3.06,3.21,,A10,Combo G,Sr,6-5,34.0,,15.0286,,0.488,0.387,0.7819999999999999,1.7429,4.114299999999999,5.857099999999999,3.9714,2.35593515,1.7714,0.1143,,125.6,2.4,217.143,131.281,4.403840000000001,8.540619999999999,6.35988,2.18075,22.5,2002-06-25,23.001
saliou niang,2025,58.0,,Trento (Italy),Other Team/Club,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-14,21.114
jahmai mashack,2025,59.0,,Tennessee,College/University,HOU,,,,,,,,,,,,,,,SEC,Wing G,Sr,6-4,38.0,,6.0,,0.509,0.351,0.723,1.3684,2.8684,4.236800000000001,1.5,1.62848764,1.6842,0.5263,,116.4,3.2,207.867,109.705,4.314139999999999,9.12719,2.8534,6.273790000000001,12.2,2002-11-10,22.623
alex condon,2025,999.0,SF-PF,Florida,College/University,,83.25,,221.8,84.75,107.5,,9.25,9.75,30.0,34.5,11.57,2.76,3.27,,SEC,PF/C,So,6-11,37.0,,10.5676,,0.537,0.328,0.604,2.7838000000000003,4.7568,7.5405,2.2162,1.6078062699999998,0.8649000000000001,1.3243,,118.4,3.6,206.43,129.105,3.80549,10.765,5.14207,5.622939999999999,22.2,,
ben henshall,2025,999.0,SG,,,,77.5,,193.4,78.5,99.5,,8.0,8.0,30.0,36.5,10.49,3.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boogie fland,2025,999.0,PG,Arkansas,College/University,,74.0,,172.4,78.0,98.0,,8.5,9.0,,,,,,,SEC,Pure PG,Fr,6-2,21.0,,13.4762,,0.408,0.3399999999999999,0.8330000000000001,0.4762,2.7619,3.2381,5.142899999999999,3.72404043,1.5237999999999998,0.0476,,110.6,2.2,113.44700000000002,119.719,3.59562,4.704509999999999,4.15842,0.546092,23.7,,
brice williams,2025,999.0,SG,Nebraska,College/University,,77.25,,205.8,82.75,103.0,,9.0,10.75,27.5,32.5,11.19,2.98,3.2,,B10,Wing G,Sr,6-7,35.0,,20.3714,,0.533,0.37,0.883,0.5429,3.5143,4.057099999999999,2.8571,1.20481566,1.0857,0.2857,,115.4,2.1,202.107,132.208,3.71831,5.12187,4.54721,0.5746600000000001,27.6,2001-07-05,23.973
darrion williams,2025,999.0,SF,Texas Tech,College/University,,76.5,,236.0,78.5,101.0,,9.0,10.5,24.0,30.0,11.73,3.01,3.34,,B12,Wing G,Jr,6-6,34.0,,15.0588,,0.488,0.3399999999999999,0.8360000000000001,1.6176,3.8529,5.470600000000001,3.6176,1.9218019,1.2647,0.3824,,114.8,2.9,191.475,131.68200000000002,3.77907,8.32531,5.34068,2.98463,26.9,,
dink pate,2025,999.0,SG,,,,78.25,,200.8,81.75,104.0,,8.5,9.0,24.5,32.5,10.63,2.97,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-10,19.294
eric dixon,2025,999.0,PF,Villanova,College/University,,79.5,,258.6,83.5,104.0,,8.75,10.0,28.0,32.5,11.56,3.09,3.41,,BE,Wing F,Sr,6-8,35.0,,23.285699999999995,,0.483,0.407,0.8130000000000001,1.4286,3.7143,5.142899999999999,1.9143,0.8933221199999999,0.8286000000000001,0.2857,,116.7,2.3,189.971,140.379,3.28904,4.55317,5.429260000000001,-0.8760830000000001,32.9,2001-01-26,24.411
grant nelson,2025,999.0,PF,Alabama,College/University,,82.0,,229.8,84.0,109.0,,9.0,9.75,27.0,30.0,10.51,2.58,3.23,,SEC,Stretch 4,Sr,6-11,37.0,,11.459500000000002,,0.644,0.258,0.6669999999999999,1.7027,5.864899999999999,7.5676,1.5946,0.8806052600000001,0.4595,1.1892,,112.1,4.2,208.667,121.767,3.40205,7.55807,3.25734,4.30072,20.6,2002-03-18,23.272
hunter sallis,2025,999.0,SG,Wake Forest,College/University,,75.75,,181.4,82.0,100.0,,8.5,9.75,31.0,37.5,10.99,2.94,3.22,,ACC,Wing G,Sr,6-5,32.0,,18.25,,0.547,0.277,0.804,0.5312,4.5938,5.124999999999999,2.8125,1.15384615,1.2188,0.5312,,105.5,2.6,211.206,117.883,4.34099,3.6007,1.78625,1.81445,26.8,2003-03-26,22.251
izan almansa,2025,999.0,C,,,,81.25,,220.4,85.75,109.5,,9.25,9.5,28.0,34.0,11.46,2.93,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-07,20.049
jalon moore,2025,999.0,SF,Oklahoma,College/University,,78.25,,203.4,82.25,104.5,,9.0,9.5,32.5,39.0,11.68,3.1,3.0,,SEC,Wing F,Sr,6-7,34.0,,15.9118,,0.509,0.381,0.8400000000000001,1.2352999999999998,4.5882000000000005,5.823499999999999,0.5588000000000001,0.3392629399999999,0.5,0.5588000000000001,,112.2,3.5,175.084,123.97,3.23345,0.630238,0.943405,-0.313166,23.9,2003-04-10,22.209
karter knox,2025,999.0,SF,Arkansas,College/University,,77.0,,214.2,82.25,102.5,,9.0,9.5,32.0,39.5,10.92,2.96,3.2,,SEC,Wing G,Fr,6-6,36.0,,8.3333,,0.5650000000000001,0.35,0.802,0.6667,2.6389,3.3056,1.0277999999999998,0.90244967,0.5832999999999999,0.4722,,111.8,3.2,141.184,112.15,2.83868,3.30763,1.52446,1.78316,16.5,,
labaron philon,2025,999.0,PG-SG,Alabama,College/University,,74.75,,174.6,78.25,99.5,,8.5,9.0,28.5,32.5,11.46,3.14,3.16,,SEC,Scoring PG,Fr,6-4,37.0,,10.5946,,0.542,0.315,0.767,0.8649000000000001,2.4323999999999995,3.2973000000000003,3.7838,2.18754695,1.3514,0.3243,,114.8,2.7,178.02,125.885,3.06943,8.09019,5.162989999999999,2.9272,21.4,,
mackenzie mgbako,2025,999.0,SF-PF,Indiana,College/University,,79.5,,216.4,82.25,103.0,,9.0,9.25,27.5,33.0,11.99,2.94,3.39,,B10,Stretch 4,So,6-8,32.0,,12.1562,,0.526,0.329,0.81,1.2188,3.3438,4.562499999999999,1.0625,0.89473684,0.3125,0.4688,,109.7,2.6,133.20999999999998,119.786,2.85875,2.90366,2.21403,0.689635,22.7,,
mark sears,2025,999.0,PG,Alabama,College/University,,70.75,,183.4,74.0,92.5,,8.0,8.75,31.0,37.5,10.96,3.25,3.28,,SEC,Scoring PG,Sr,6-1,37.0,,18.6486,,0.468,0.345,0.8440000000000001,0.4324,2.4865,2.9189,5.1351,1.91916134,0.8649000000000001,0.0811,,116.2,1.9,183.447,135.442,3.53684,6.014419999999999,6.10564,-0.0912166,26.7,2002-02-19,23.346
michael ruzic,2025,999.0,PF,,,,83.0,,221.4,84.75,108.0,,9.0,9.25,29.5,32.5,11.4,2.98,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miles byrd,2025,999.0,SG,San Diego St.,College/University,,76.75,,181.8,82.0,102.5,,8.75,9.25,31.5,35.5,10.91,2.9,3.22,,MWC,Wing G,So,6-7,30.0,,12.2667,,0.485,0.301,0.8320000000000001,0.9,3.5,4.4,2.7333000000000003,1.74462246,2.1333,1.0667,,107.2,2.8,196.849,115.761,4.35643,8.40423,3.26695,5.13728,23.0,,
milos uzan,2025,999.0,PG,Houston,College/University,,75.25,,186.4,77.25,97.5,,7.75,9.0,26.5,35.0,10.86,2.94,3.17,,B12,Scoring PG,Jr,6-4,40.0,,11.375000000000002,,0.468,0.428,0.7829999999999999,0.35,2.7,3.05,4.25,2.98245624,0.9,0.075,,120.7,2.5,187.32800000000003,129.916,4.478290000000001,7.884929999999999,5.46279,2.42214,20.1,,
neoklis avdalas,2025,999.0,SF,,,,79.5,,197.8,81.0,104.5,,8.25,9.75,27.0,33.5,10.98,2.98,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otega oweh,2025,999.0,SG,Kentucky,College/University,,76.25,,212.6,80.5,101.5,,8.5,9.5,27.5,35.0,10.92,2.88,3.19,,SEC,Wing G,Jr,6-4,36.0,,16.222199999999997,,0.522,0.355,0.776,1.0,3.6667,4.6667,1.7222,1.12724184,1.5833,0.5278,,113.6,3.7,206.844,129.38500000000002,3.50658,5.78681,3.53406,2.25275,25.4,,
pj haggerty,2025,999.0,SG,Memphis,College/University,,74.25,,189.4,78.5,97.5,,8.5,9.5,27.5,32.0,11.76,3.11,3.23,,Amer,Combo G,So,6-3,35.0,,21.6857,,0.505,0.364,0.8180000000000001,1.1429,4.6286,5.771400000000001,3.7429,1.12931836,1.8286,0.0857,,113.2,2.5,245.955,127.058,4.264189999999999,3.82811,2.7577900000000004,1.07032,28.2,,
rj luis,2025,999.0,SF,St. John's,College/University,,77.75,,210.0,82.5,103.5,,9.0,10.0,31.5,38.0,11.24,2.98,3.13,,BE,Wing G,Jr,6-6,35.0,,18.2,,0.475,0.3359999999999999,0.747,2.1429,5.0286,7.1714,2.0286,0.93423594,1.4,0.5714,,108.7,2.7,233.091,123.324,4.827069999999999,4.87848,1.84946,3.02902,27.6,2002-11-27,22.576
ryan nembhard,2025,999.0,PG,Gonzaga,College/University,,71.0,,175.8,74.25,94.0,,9.5,8.25,26.5,32.5,11.5,2.88,3.22,,WCC,Pure PG,Sr,6-0,35.0,,10.5429,,0.465,0.404,0.77,0.2857,2.6857,2.9714,9.8286,4.000081509999999,1.7143,0.0571,,119.5,1.8,219.281,124.138,4.27358,5.623479999999999,4.462479999999999,1.161,20.1,2003-03-10,22.294
tahaad pettiford,2025,999.0,PG,Auburn,College/University,,72.25,,168.8,77.5,96.0,,8.25,8.5,31.0,42.0,10.63,2.96,3.23,,SEC,Scoring PG,Fr,6-1,38.0,,11.5789,,0.487,0.366,0.804,0.2368,1.9737,2.2105,2.9737,1.82256681,0.8684000000000001,0.1842,,113.1,4.2,142.059,129.51299999999998,2.98931,5.51192,4.83161,0.6803059999999999,25.1,,
tamar bates,2025,999.0,SG,Missouri,College/University,,75.75,,191.4,82.25,103.0,,9.75,9.0,27.5,33.5,10.75,2.99,3.26,,SEC,Wing G,Sr,6-5,34.0,,13.2647,,0.591,0.397,0.946,0.6764999999999999,1.9412,2.6176,1.0,0.7727377799999999,1.2941,0.1471,,124.3,2.7,145.772,131.034,2.70203,6.23519,5.510929999999999,0.7242639999999999,20.4,2003-02-21,22.341
vladislav goldin,2025,999.0,C,Michigan,College/University,,84.0,,253.4,89.25,111.0,,9.5,11.75,26.5,30.0,11.76,2.95,3.53,,B10,C,Sr,7-1,37.0,,16.6216,,0.634,0.3329999999999999,0.731,2.3513999999999995,4.6757,7.026999999999999,1.0811,0.46512927,0.5135,1.3784,,117.4,2.9,211.378,135.534,3.81387,7.01545,2.9360499999999994,4.079400000000001,26.1,2001-05-12,24.12
yaxel lendeborg,2025,999.0,PF,UAB,College/University,,80.5,,234.6,88.0,108.5,,9.25,10.0,25.5,31.5,11.68,3.09,3.32,,Amer,PF/C,Sr,6-9,36.0,,17.6757,,0.549,0.362,0.757,3.7027,7.6486,11.351400000000002,4.243200000000001,1.9624456,1.7296999999999998,1.7837999999999998,,123.7,2.9,292.956,132.788,3.60456,10.9053,6.524719999999999,4.38061,25.6,,
aaron nkrumah,2026,,SG,Tennessee St.,College/University,,77.0,,188.8,82.25,104.0,,8.75,8.5,28.5,35.0,11.18,2.48,3.24,,OVC,Wing G,Sr,6-6,30.0,,17.697000000000003,,0.469,0.3409999999999999,0.7879999999999999,1.1818,4.303,5.4848,3.0303,1.2820696699999998,2.7879000000000005,0.4848,,109.8,2.5,217.811,116.217,3.1411300000000004,3.19841,1.92096,1.27745,27.2,,
aday mara,2026,,C,Michigan,College/University,,87.0,,259.8,90.0,117.0,,9.0,9.5,24.0,28.0,11.47,3.36,3.61,,B10,C,Jr,7-3,40.0,,12.1,,0.6799999999999999,0.3,0.5640000000000001,1.9,4.85,6.75,2.425,1.22784806,0.35,2.575,,119.5,3.8,227.432,133.80100000000002,4.08872,14.6193,4.39882,10.2205,23.8,,
alex karaban,2026,,PF,Connecticut,College/University,,78.75,,225.2,83.0,104.5,,8.5,9.5,28.0,33.0,11.19,3.01,3.28,,BE,Wing F,Sr,6-8,40.0,,13.175,,0.558,0.374,0.8510000000000001,1.8,3.475,5.275,2.35,2.1860463299999995,0.8250000000000001,0.8250000000000001,,125.6,2.4,215.863,129.31,4.63076,8.8434,5.30259,3.54081,17.6,,
allen graves,2026,,PF,Santa Clara,College/University,,79.75,,225.6,84.0,106.5,,9.0,9.5,27.5,34.0,11.76,3.18,3.44,,WCC,Stretch 4,Fr,6-9,34.0,,11.7714,,0.5680000000000001,0.407,0.75,2.8,3.7143,6.5143,1.8,2.51994962,1.9143,0.9429,,135.4,5.3,192.36,144.531,3.1409700000000003,14.2222,8.769359999999999,5.45288,22.4,,
amari allen,2026,,SF,Alabama,College/University,,77.25,,204.6,80.0,99.5,,8.25,9.25,34.5,42.5,10.72,2.94,3.19,,SEC,Wing F,Fr,6-7,32.0,,11.4062,,0.556,0.3409999999999999,0.738,1.6562,5.281200000000001,6.9375,3.125,2.2727272700000003,1.0312,0.6874999999999999,,121.8,4.2,186.136,128.164,3.4831900000000005,8.85086,5.431010000000001,3.4198499999999994,19.3,,
andrej stojakovic,2026,,SF,Illinois,College/University,,77.5,,206.0,80.25,100.0,,8.5,10.0,32.0,41.5,10.97,2.89,3.32,,B10,Wing F,Jr,6-7,34.0,,13.5,,0.583,0.244,0.805,1.3235,3.2059,4.5294,1.0,0.7727377799999999,0.3824,0.4412,,119.5,2.1,144.45200000000003,133.254,3.30153,4.2111600000000005,3.02969,1.18147,23.8,,
anicet dybantsa,2026,,SF,BYU,College/University,,80.5,,217.0,84.5,106.0,,8.5,9.0,33.5,42.0,11.06,2.99,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baba miller,2026,,PF,Cincinnati,College/University,,82.5,,208.2,85.75,111.0,,9.0,10.0,31.5,34.5,10.71,2.7,3.23,,B12,PF/C,Sr,6-11,31.0,,13.0323,,0.605,0.192,0.658,2.3871,7.9355,10.3226,3.7097,1.6912240899999995,0.7419,1.1613,,112.7,2.9,227.536,122.214,5.166409999999999,9.648849999999998,2.5277200000000004,7.121129999999999,22.3,,
bennett stirtz,2026,,PG,Iowa,College/University,,74.5,,186.2,78.0,98.5,,8.5,9.75,30.5,37.5,11.25,2.91,3.17,,B10,Scoring PG,Sr,6-4,37.0,,19.837800000000005,,0.591,0.358,0.8480000000000001,0.2703,2.3784,2.6486,4.4054,2.39710509,1.3784,0.2432,,123.3,2.1,207.783,139.64899999999997,4.40702,7.35854,6.625159999999999,0.7333729999999999,26.1,,
billy richmond,2026,,SF,Arkansas,College/University,,77.75,,195.4,80.0,101.0,,9.0,9.25,32.5,41.0,10.23,2.82,3.06,,SEC,Wing G,So,6-6,37.0,,11.1622,,0.635,0.259,0.7839999999999999,1.3514,2.9459,4.2973,2.0,1.64446638,1.1081,0.8108000000000001,,122.4,3.4,181.33,125.016,3.11192,6.67888,3.98884,2.69003,17.9,,
braden smith,2026,,PG,Purdue,College/University,,70.25,,166.6,75.25,93.5,,8.25,8.25,31.0,38.5,10.76,2.87,3.23,,B10,Pure PG,Sr,6-0,39.0,,14.2821,,0.491,0.362,0.8250000000000001,0.641,2.8974,3.5385,8.8462,3.0531512000000003,1.6923,0.2051,,119.7,1.8,231.566,137.05100000000002,4.268549999999999,8.51445,6.57263,1.94183,26.5,,
