name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps
quinn cook,2015,999,PG,,,,72.25,74.0,179.0,76.0,96.5,6.7,7.5,8.75,24.5,31.0,11.44,3.41,3.38,14.0
robert upshaw,2015,999,C,,,,82.75,84.0,258.2,89.5,113.0,12.5,10.0,11.0,,,,,,
ryan boatright,2015,999,PG,,,,70.0,71.0,169.6,72.5,92.5,6.6,7.5,8.75,32.0,41.0,10.71,3.05,3.26,10.0
terran petteway,2015,999,SG,,,,76.75,78.0,209.2,83.25,104.5,4.9,8.25,8.25,25.0,31.0,10.91,3.1,3.32,15.0
tj mcconnell,2015,999,PG,,,,72.5,74.0,187.8,74.0,96.5,7.3,7.5,7.0,26.0,31.5,10.95,3.09,3.3,7.0
treveon graham,2015,999,SF,,,,76.0,77.75,219.4,82.5,103.0,5.5,8.5,8.25,28.5,31.5,11.64,3.15,3.3,11.0
vince hunter,2015,999,PF,,,,78.75,79.5,208.4,83.0,104.5,4.6,9.0,8.75,33.5,37.5,11.19,3.06,3.26,13.0
ben simmons,2016,1,,Louisiana State,College/University,PHI,,,,,,,,,,,,,,
brandon ingram,2016,2,,Duke,College/University,LAL,,,,,,,,,,,,,,
jaylen brown,2016,3,SG-SF,California,College/University,BOS,77.25,78.75,222.8,83.75,102.5,5.05,8.75,9.0,,,,,,
dragan bender,2016,4,,Maccabi Tel Aviv B.C. (Israel),Other Team/Club,PHX,,,,,,,,,,,,,,
kris dunn,2016,5,PG,Providence,College/University,MIN,75.0,76.25,,81.5,100.0,,,,,,,,,
buddy hield,2016,6,SG,Oklahoma,College/University,NOP,75.75,77.0,212.4,81.25,101.0,6.1,8.5,9.0,,,,,,
jamal murray,2016,7,,Kentucky,College/University,DEN,,,,,,,,,,,,,,
marquese chriss,2016,8,PF,Washington,College/University,PHX,80.75,82.0,233.0,84.25,105.0,8.5,9.0,9.0,32.5,38.5,11.93,3.05,3.26,
jakob poeltl,2016,9,C,Utah,College/University,TOR,84.25,85.0,239.0,86.75,111.5,5.8,9.25,10.25,,,,,,
thon maker,2016,10,PF,,,MIL,83.75,84.75,216.0,87.0,110.5,6.05,8.75,9.5,32.0,36.5,11.15,3.09,3.33,
domantas sabonis,2016,11,,Gonzaga,College/University,OKC,,,,,,,,,,,,,,
taurean prince,2016,12,SF,Baylor,College/University,UTA,78.5,79.75,220.2,83.5,102.0,6.45,9.0,8.5,34.0,36.0,10.96,2.8,3.24,
georgios papagiannis,2016,13,,Panathinaikos B.C. (Greece),Other Team/Club,SAC,,,,,,,,,,,,,,
denzel valentine,2016,14,SG-SF,Michigan State,College/University,CHI,76.0,77.75,210.4,82.75,102.0,9.2,8.5,9.75,27.0,32.0,10.51,3.22,3.46,
juancho hernangomez,2016,15,,Movistar Estudiantes,Other Team/Club,DEN,,,,,,,,,,,,,,
guerschon yabusele,2016,16,,SPO Rouen Basket,Other Team/Club,BOS,,,,,,,,,,,,,,
wade baldwin,2016,17,PG,Vanderbilt,College/University,MEM,74.5,76.0,201.8,83.25,100.0,5.2,9.0,9.75,32.5,38.0,10.45,3.01,3.19,
henry ellenson,2016,18,PF,Marquette,College/University,DET,82.0,83.5,242.0,86.25,108.0,11.2,8.5,9.75,,,,,,
malik beasley,2016,19,SG,Florida State,College/University,DEN,75.5,76.5,189.8,79.0,100.5,6.9,8.5,9.0,,,,,,
caris levert,2016,20,SG,Michigan,College/University,IND,77.75,79.0,191.0,82.0,101.0,7.55,8.5,9.25,,,,,,
deandre bembry,2016,21,SG-SF,Saint Joseph's,College/University,ATL,76.25,77.75,206.6,81.25,101.0,7.0,8.0,9.25,32.0,38.0,10.9,2.87,3.17,
malachi richardson,2016,22,SG-SF,Syracuse,College/University,CHA,76.75,78.25,199.6,84.0,101.5,7.0,8.75,10.0,33.0,38.0,10.56,3.25,3.33,
ante zizic,2016,23,,KK Cibona (Croatia),Other Team/Club,BOS,,,,,,,,,,,,,,
timothe luwawu cabarrot,2016,24,,KK Mega Vizura,Other Team/Club,PHI,,,,,,,,,,,,,,
brice johnson,2016,25,PF,North Carolina,College/University,LAC,81.0,82.5,208.6,84.5,106.5,7.5,9.0,8.25,33.5,38.0,11.88,2.94,3.2,
furkan korkmaz,2016,26,,Anadolu Efes S.K. (Turkey),Other Team/Club,PHI,,,,,,,,,,,,,,
pascal siakam,2016,27,PF,New Mexico State,College/University,TOR,80.25,81.5,226.6,87.25,107.5,5.2,9.25,10.0,30.5,36.5,11.25,3.09,3.41,
skal labissiere,2016,28,PF-C,Kentucky,College/University,SAC,82.5,83.75,215.8,86.5,105.5,5.7,8.75,9.0,,,,,,
dejounte murray,2016,29,,Washington,College/University,SAS,,,,,,,,,,,,,,
damian jones,2016,30,C,Vanderbilt,College/University,GSW,82.25,83.5,243.6,87.75,107.0,6.55,8.75,10.5,36.0,37.0,11.35,3.12,3.2,
deyonta davis,2016,31,PF,Michigan State,College/University,BOS,81.25,82.5,237.2,86.5,108.5,9.7,9.0,9.25,,,,,,
ivica zubac,2016,32,,KK Mega Vizura,Other Team/Club,LAL,,,,,,,,,,,,,,
cheick diallo,2016,33,PF,Kansas,College/University,LAC,79.5,81.0,218.6,88.5,107.5,5.6,8.5,9.75,31.0,35.0,11.24,3.3,3.26,
tyler ulis,2016,34,PG,Kentucky,College/University,PHX,68.75,70.0,149.2,74.0,88.5,5.2,7.5,7.5,32.5,38.0,10.8,2.88,3.2,
rade zagorac,2016,35,,KK Mega Vizura,Other Team/Club,BOS,,,,,,,,,,,,,,
malcolm brogdon,2016,36,SG,Virginia,College/University,MIL,75.75,77.5,223.0,82.5,98.0,5.4,9.0,10.25,30.5,35.5,10.77,2.64,3.31,
chinanu onuaku,2016,37,C,Louisville,College/University,HOU,81.0,82.0,245.2,86.75,108.5,8.55,9.0,8.0,27.5,33.5,11.65,3.0,3.5,
patrick mccaw,2016,38,PG-SG,Nevada-Las Vegas,College/University,GSW,77.25,78.75,180.8,82.0,100.5,4.7,8.75,8.75,30.0,38.0,11.01,2.97,3.3,
david michineau,2016,39,,Elan Chalon (France),Other Team/Club,NOP,,,,,,,,,,,,,,
diamond stone,2016,40,C,Maryland,College/University,NOP,81.0,82.25,254.4,86.75,108.5,12.85,8.5,7.75,27.0,29.5,12.02,3.22,3.5,
stephen zimmerman,2016,41,C,Nevada-Las Vegas,College/University,ORL,82.25,83.75,234.0,87.25,108.5,11.15,9.0,9.0,26.0,31.0,12.08,3.16,3.43,
isaiah whitehead,2016,42,PG-SG,Seton Hall,College/University,BKN,75.25,76.5,210.0,80.75,100.0,9.25,8.5,8.75,27.5,35.5,11.65,3.21,3.34,
zhou qi,2016,43,PF-C,Xinjiang Guanghui,Other Team/Club,HOU,85.25,86.25,218.2,91.75,112.5,4.85,9.25,9.5,31.5,32.0,11.27,2.9,3.46,
isaia cordinier,2016,44,,Denain ASC Voltaire,Other Team/Club,ATL,,,,,,,,,,,,,,
demetrius jackson,2016,45,PG,Notre Dame,College/University,BOS,72.0,73.25,193.8,77.5,93.0,6.5,8.25,9.0,37.5,43.5,10.81,2.87,3.25,
aj hammons,2016,46,,Purdue,College/University,DAL,,,,,,,,,,,,,,
jake layman,2016,47,SF,Maryland,College/University,ORL,80.0,81.25,208.6,81.25,102.0,7.1,8.25,9.25,33.0,39.5,11.35,2.82,3.24,
paul zipser,2016,48,,FC Bayern Muenchen,Other Team/Club,CHI,,,,,,,,,,,,,,
michael gbinije,2016,49,SG,Syracuse,College/University,DET,77.5,78.75,204.6,79.5,101.0,5.4,8.0,9.0,33.5,37.5,11.0,3.19,3.12,
georges niang,2016,50,PF,Iowa State,College/University,IND,78.75,80.5,230.8,82.0,103.0,10.05,9.25,9.25,25.0,31.0,11.64,3.17,3.49,
ben bentil,2016,51,PF,Providence,College/University,BOS,79.25,80.25,229.2,85.5,105.0,9.7,9.5,10.0,29.0,33.0,11.16,3.1,3.3,
joel bolomboy,2016,52,PF,Weber State,College/University,UTA,79.5,81.0,224.4,85.75,103.5,5.15,9.0,10.25,37.5,40.5,10.26,2.86,3.17,
petr cornelie,2016,53,,Le Mans Sarthe Basket (France),Other Team/Club,DEN,,,,,,,,,,,,,,
kay felder,2016,54,PG,Oakland,High School,ATL,68.25,69.5,177.2,74.5,88.5,5.8,8.25,8.5,35.5,44.0,11.52,2.9,3.15,
marcus paige,2016,55,PG,North Carolina,College/University,UTA,72.5,73.75,163.8,78.25,97.0,4.3,7.75,8.75,33.5,39.5,10.82,2.69,3.15,
daniel hamilton,2016,56,SG-SF,Connecticut,College/University,DEN,78.25,80.0,197.0,81.0,103.5,5.95,9.0,8.5,26.0,29.0,11.48,3.2,3.4,
wang zhelin,2016,57,,Fujian,Other Team/Club,MEM,,,,,,,,,,,,,,
abdel nader,2016,58,,Iowa State,College/University,BOS,,,,,,,,,,,,,,
isaiah cousins,2016,59,PG,Oklahoma,College/University,SAC,75.25,76.5,194.0,78.25,98.5,4.8,8.25,8.75,30.5,37.0,10.79,2.97,3.24,
tyrone wallace,2016,60,,California,College/University,UTA,,,,,,,,,,,,,,
caleb swanigan,2016,999,PF,,,,79.5,80.5,246.6,87.5,107.0,12.55,9.0,10.25,26.0,29.0,12.8,,,
cat barber,2016,999,PG,,,,73.5,74.75,173.0,77.5,95.5,4.5,8.0,8.5,,,,,,
dorian finney smith,2016,999,SF,,,,78.5,79.75,212.6,83.75,105.5,6.45,9.0,9.75,32.5,35.5,11.01,3.04,3.27,
elgin cook,2016,999,SF,,,,77.0,78.25,209.8,82.0,100.5,6.35,8.5,10.25,,,,,,
gary payton,2016,999,PG,,,,74.0,75.0,183.8,80.0,99.5,3.95,8.75,9.5,31.5,38.5,11.57,3.17,3.23,
jaron blossomgame,2016,999,SF,,,,78.25,79.25,213.6,82.0,102.0,5.25,8.5,10.0,35.0,41.0,11.53,3.26,3.2,
jarrod uthoff,2016,999,PF,,,,80.5,81.75,214.4,83.5,104.0,6.0,8.75,9.0,29.0,34.5,11.52,3.03,3.5,
josh hart,2016,999,SG,,,,76.0,77.5,203.6,80.5,99.5,5.75,8.5,9.25,29.5,38.5,11.15,3.15,3.2,
justin jackson,2016,999,SF,,,,79.0,80.25,193.4,82.75,103.5,7.6,8.75,8.75,29.5,34.5,11.32,2.96,3.26,
kyle wiltjer,2016,999,PF,,,,80.75,82.0,242.8,84.25,102.5,15.25,8.25,9.5,28.5,35.5,11.35,3.04,3.48,
malik newman,2016,999,SG,,,,74.25,75.5,182.2,77.75,97.5,5.6,8.25,9.25,30.0,35.5,10.88,3.11,3.28,
marcus lee,2016,999,PF-C,,,,81.0,82.25,211.0,87.0,107.5,5.35,9.0,9.0,28.5,35.5,11.68,3.19,3.25,
melo trimble,2016,999,PG,,,,73.25,74.5,191.8,74.0,92.5,8.35,8.0,8.75,26.5,35.5,10.57,2.77,3.2,
nigel hayes,2016,999,SF-PF,,,,78.25,79.25,245.0,87.0,107.5,10.9,8.5,9.5,25.5,28.5,12.11,2.9,3.2,
perry ellis,2016,999,PF,,,,79.0,80.25,217.8,82.25,102.0,4.6,8.0,8.5,32.0,38.0,10.73,3.03,3.13,
ron baker,2016,999,SG,,,,75.25,76.25,212.4,81.75,97.5,7.85,8.75,9.5,30.0,35.5,10.77,2.96,3.45,
troy williams,2016,999,SF,,,,77.75,78.75,217.8,80.25,102.0,10.0,8.25,9.25,30.0,36.0,10.72,3.08,3.35,
wayne selden,2016,999,SG,,,,76.25,77.75,232.4,82.5,101.0,7.3,9.0,9.25,,,,,,
markelle fultz,2017,1,PG,Washington,College/University,PHI,,,,,,,,,,,,,,
lonzo ball,2017,2,,California-Los Angeles,College/University,LAL,,,,,,,,,,,,,,
jayson tatum,2017,3,,Duke,College/University,BOS,,,,,,,,,,,,,,
josh jackson,2017,4,,Kansas,College/University,PHX,,,,,,,,,,,,,,
de aaron fox,2017,5,PG,Kentucky,College/University,SAC,74.0,75.25,169.6,78.5,100.0,4.5,8.5,8.5,,,,,,
jonathan isaac,2017,6,,Florida State,College/University,ORL,,,,,,,,,,,,,,
lauri markkanen,2017,7,,Arizona,College/University,MIN,,,,,,,,,,,,,,
frank ntilikina,2017,8,,SIG Strasbourg (France),Other Team/Club,NYK,,,,,,,,,,,,,,
dennis smith,2017,9,,North Carolina State,College/University,DAL,,,,,,,,,,,,,,
zach collins,2017,10,PF-C,Gonzaga,College/University,SAC,82.25,84.0,232.2,85.0,111.0,8.9,8.75,9.25,,,,,,
malik monk,2017,11,,Kentucky,College/University,CHA,,,,,,,,,,,,,,
luke kennard,2017,12,SG-SF,Duke,College/University,DET,76.5,77.5,196.2,77.25,98.5,6.6,8.0,8.75,,,,,,
donovan mitchell,2017,13,SG,Louisville,College/University,DEN,73.25,75.0,211.4,82.0,97.0,5.9,8.5,9.5,36.5,40.5,11.53,3.07,3.01,10.0
bam adebayo,2017,14,PF-C,Kentucky,College/University,MIA,80.75,75.75,242.6,86.75,108.0,5.2,9.5,8.75,33.5,38.5,11.94,3.24,3.24,12.0
justin jackson,2017,15,SF,North Carolina,College/University,POR,79.0,80.25,200.8,83.0,104.5,8.1,8.75,9.25,29.5,35.5,10.8,3.06,3.3,
justin patton,2017,16,C,Creighton,College/University,CHI,82.0,83.25,229.0,87.0,111.5,7.8,8.75,9.75,26.0,30.5,11.8,3.31,3.46,
d j wilson,2017,17,PF,Michigan,College/University,MIL,80.75,82.5,234.4,87.0,109.5,6.4,9.25,10.25,,,,,,
t j leaf,2017,18,PF,California-Los Angeles,College/University,IND,80.75,81.75,222.2,83.0,107.0,6.8,8.5,9.5,29.0,34.5,11.55,3.27,3.27,6.0
john collins,2017,19,PF,Wake Forest,College/University,ATL,80.25,81.5,225.2,83.25,106.5,5.4,9.0,10.0,33.0,37.5,11.66,3.27,3.27,15.0
harry giles,2017,20,PF,Duke,College/University,POR,81.25,82.5,232.0,87.25,109.5,5.2,9.5,10.75,27.0,32.5,11.08,3.0,3.34,5.0
terrance ferguson,2017,21,SG-SF,Adelaide 36ers (Australia),Other Team/Club,OKC,77.5,79.0,184.4,80.75,103.0,5.8,8.5,10.0,28.5,38.0,11.16,3.22,3.32,
jarrett allen,2017,22,C,Texas,College/University,BKN,81.0,82.25,233.6,89.25,109.5,7.4,9.5,10.5,31.5,35.5,11.82,3.0,3.21,4.0
og anunoby,2017,23,SF,Indiana,College/University,TOR,78.25,79.75,232.4,86.25,107.5,6.8,9.25,9.5,,,,,,
tyler lydon,2017,24,PF,Syracuse,College/University,UTA,80.25,81.5,215.0,84.0,107.5,13.6,8.75,8.75,29.5,33.5,11.68,2.81,3.46,1.0
anzejs pasecniks,2017,25,,CB Gran Canaria (Spain),Other Team/Club,ORL,,,,,,,,,,,,,,
caleb swanigan,2017,26,PF,Purdue,College/University,POR,79.5,80.5,245.6,87.0,108.0,,9.5,10.25,,,,,,
kyle kuzma,2017,27,SF-SG,Utah,College/University,BKN,80.0,81.5,222.6,84.25,107.5,9.4,8.5,9.5,27.0,34.0,10.72,2.98,3.25,12.0
tony bradley,2017,28,C,North Carolina,College/University,LAL,81.25,82.75,248.8,89.0,112.5,12.0,9.5,9.5,24.5,27.5,11.79,2.99,3.44,5.0
derrick white,2017,29,PG,Colorado,College/University,SAS,75.25,76.5,189.8,79.5,101.5,6.2,8.25,8.5,31.0,36.5,10.84,2.92,3.08,10.0
josh hart,2017,30,SG-SF,Villanova,College/University,UTA,75.75,77.0,209.2,80.25,101.0,5.8,8.5,9.5,27.5,35.5,11.15,3.02,3.18,9.0
frank jackson,2017,31,PG,Duke,College/University,CHA,74.0,75.5,201.6,79.5,98.0,6.7,8.25,9.0,34.5,42.0,10.94,2.7,3.14,9.0
davon reed,2017,32,SG-SF,Miami (FL),College/University,PHX,76.5,77.5,206.2,84.0,102.0,6.5,9.25,9.5,28.5,36.0,11.37,3.21,3.34,12.0
wes iwundu,2017,33,SG-SF,Kansas State,College/University,ORL,77.5,78.75,193.4,85.0,105.5,4.0,8.75,9.5,31.5,36.0,11.25,3.23,3.36,5.0
frank mason,2017,34,PG,Kansas,College/University,SAC,71.0,72.0,188.8,75.25,94.0,4.3,8.0,9.25,34.0,41.0,11.41,3.09,3.18,15.0
ivan rabb,2017,35,PF,California,College/University,ORL,80.75,82.0,219.6,85.5,109.0,6.8,8.75,9.0,28.5,32.5,12.68,3.23,3.35,3.0
jonah bolden,2017,36,,Red Star Belgrade (Serbia),Other Team/Club,PHI,,,,,,,,,,,,,,
semi ojeleye,2017,37,SF-SG,Southern Methodist,College/University,BOS,77.25,78.75,241.4,81.75,102.0,5.5,8.75,9.5,35.0,40.5,10.58,3.07,3.16,19.0
jordan bell,2017,38,PF,Oregon,College/University,CHI,79.0,80.5,223.6,83.75,104.5,5.4,9.25,9.5,31.5,38.0,10.63,2.83,3.21,16.0
jawun evans,2017,39,PG,Oklahoma State,College/University,PHI,70.75,71.5,185.2,77.5,95.0,9.1,8.0,7.75,27.5,33.5,11.34,3.26,3.21,1.0
dwayne bacon,2017,40,SG-SF,Florida State,College/University,NOP,76.75,78.25,221.6,82.0,103.5,7.9,8.75,10.0,30.0,36.5,11.7,3.22,3.22,8.0
tyler dorsey,2017,41,SG,Oregon,College/University,ATL,75.0,76.5,182.6,77.25,99.5,4.7,8.5,9.25,30.5,36.0,10.55,2.98,3.16,8.0
thomas bryant,2017,42,PF-C,Indiana,College/University,UTA,81.5,82.75,247.8,90.0,112.5,9.4,9.5,10.25,25.5,33.0,11.42,3.12,3.37,7.0
isaiah hartenstein,2017,43,,BC Zalgiris (Lithuania),Other Team/Club,HOU,,,,,,,,,,,,,,
damyean dotson,2017,44,SG-SF,Houston,College/University,NYK,76.5,77.5,205.2,81.0,100.0,5.3,8.5,9.25,31.5,38.0,11.18,3.03,3.13,13.0
dillon brooks,2017,45,SG-SF,Oregon,College/University,HOU,77.0,78.0,220.2,78.0,100.5,7.5,8.25,9.25,31.0,37.5,11.14,3.24,3.21,16.0
sterling brown,2017,46,,Southern Methodist,College/University,PHI,,,,,,,,,,,,,,
ike anigbogu,2017,47,C,California-Los Angeles,College/University,IND,80.5,81.75,252.2,90.25,110.5,5.4,9.5,10.0,29.5,32.5,12.52,3.48,3.44,11.0
sindarius thornwell,2017,48,SG-SF,South Carolina,College/University,MIL,75.5,76.75,211.6,82.0,103.0,7.8,8.75,8.75,27.0,30.5,11.48,3.03,3.36,15.0
vlatko cancar,2017,49,,KK Mega Leks (Serbia),Other Team/Club,DEN,,,,,,,,,,,,,,
mathias lessort,2017,50,,Nanterre 92 (France),Other Team/Club,PHI,,,,,,,,,,,,,,
monte morris,2017,51,PG,Iowa State,College/University,DEN,73.25,74.5,175.2,76.0,96.5,6.9,8.25,8.75,28.0,33.5,11.0,3.2,3.19,8.0
edmond sumner,2017,52,PG,Xavier,College/University,NOP,76.0,77.75,176.4,81.0,102.5,8.3,8.25,9.0,,,,,,
kadeem allen,2017,53,PG,Arizona,College/University,BOS,73.0,74.25,192.4,81.25,99.5,6.4,8.5,8.75,33.0,35.5,11.24,2.98,3.15,7.0
alec peters,2017,54,PF,Valparaiso,College/University,PHX,79.25,80.75,232.0,82.75,105.0,8.8,8.75,10.0,,,,,,
nigel williams goss,2017,55,PG,Gonzaga,College/University,UTA,73.5,75.0,190.2,79.25,99.0,5.6,8.75,9.25,27.5,34.5,10.42,3.08,3.19,10.0
jabari bird,2017,56,,California,College/University,BOS,,,,,,,,,,,,,,
sasha vezenkov,2017,57,,FC Barcelona Basquet (Spain),Other Team/Club,BKN,,,,,,,,,,,,,,
ognjen jaramaz,2017,58,,KK Mega Leks (Serbia),Other Team/Club,NYK,,,,,,,,,,,,,,
jaron blossomgame,2017,59,SF,Clemson,College/University,SAS,77.75,78.75,218.6,82.0,104.5,5.7,8.75,10.25,31.0,35.5,11.47,3.35,3.17,16.0
alpha kaba,2017,60,,KK Mega Leks (Serbia),Other Team/Club,ATL,,,,,,,,,,,,,,
cameron oliver,2017,999,PF,,,,79.0,80.25,238.6,85.25,106.5,7.7,9.5,10.25,28.0,39.5,12.17,3.31,3.16,5.0
chris boucher,2017,999,PF,,,,80.0,81.5,182.2,88.0,110.5,5.4,9.25,10.5,,,,,,
derrick walton,2017,999,PG,,,,71.0,72.75,188.6,74.5,95.0,5.8,8.0,8.5,26.0,32.5,11.28,3.12,3.29,9.0
devin robinson,2017,999,SF,,,,79.0,80.25,189.6,84.75,106.0,3.2,9.25,10.25,35.5,41.5,12.85,3.61,3.23,10.0
hamidou diallo,2017,999,SG-SF,,,,75.75,77.0,197.4,83.25,101.5,5.2,8.5,9.5,34.5,44.5,10.88,2.79,3.11,0.0
isaiah briscoe,2017,999,PG,,,,73.25,74.75,222.4,81.0,99.5,11.0,9.0,9.25,28.0,33.5,10.95,2.85,3.38,11.0
isaiah hicks,2017,999,PF,,,,79.25,80.5,233.4,84.5,105.0,7.7,8.75,9.75,31.5,37.0,12.31,3.31,3.36,11.0
jamel artis,2017,999,SG-SF,,,,77.5,78.75,213.2,82.0,105.0,11.9,9.25,9.75,23.5,31.0,11.62,3.08,3.44,5.0
johnathan motley,2017,999,PF,,,,79.75,80.75,238.2,88.0,108.0,,9.0,9.5,,,,,,
justin jackson umd,2017,999,SF,,,,77.75,79.0,219.4,87.25,107.0,7.1,9.0,9.5,26.5,31.5,11.78,3.08,3.43,
kennedy meeks,2017,999,C,,,,80.75,82.25,276.6,85.0,106.0,11.5,8.75,8.75,28.0,30.5,12.91,3.35,3.5,15.0
kobi simmons,2017,999,PG,,,,75.25,76.5,166.2,78.0,99.0,5.0,8.5,9.5,30.5,38.5,11.15,2.98,3.18,3.0
melo trimble,2017,999,PG,,,,73.25,74.5,195.2,74.0,95.5,10.6,8.0,8.75,24.5,32.0,10.75,2.92,3.27,6.0
moritz wagner,2017,999,PF,,,,82.0,83.25,231.2,84.0,108.0,6.7,8.75,10.75,25.5,32.5,12.0,2.98,3.35,
nigel hayes,2017,999,PF,,,,78.25,79.5,254.2,87.25,104.5,11.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16.0
omer yurtseven,2017,999,C,,,,82.5,83.75,248.4,85.0,108.5,7.6,9.0,10.5,26.0,31.5,12.85,3.3,3.45,6.0
peter jok,2017,999,SG-SF,,,,76.25,77.75,202.4,80.0,102.0,11.0,8.25,9.5,26.5,31.0,11.34,2.93,3.41,
pj dozier,2017,999,SG,,,,77.25,78.75,200.6,83.0,101.0,6.1,8.5,9.5,34.0,39.0,10.84,2.98,3.15,9.0
rawle alkins,2017,999,SG-SF,,,,74.5,75.75,222.6,80.75,99.0,11.0,8.75,10.0,31.5,40.5,11.99,3.18,3.3,7.0
svi mykhailiuk,2017,999,SG-SF,,,,78.5,79.5,219.6,77.0,100.0,11.4,8.0,9.25,27.0,33.0,12.4,3.25,3.53,8.0
thomas welsh,2017,999,PF-C,,,,83.5,84.5,254.0,84.0,109.5,10.9,9.0,10.5,,,,,,11.0
v j beachem,2017,999,SG-SF,,,,78.25,80.0,193.4,82.25,104.5,6.8,8.5,9.0,30.0,37.0,11.18,3.19,3.26,11.0
deandre ayton,2018,1,,Arizona,College/University,PHX,,,,,,,,,,,,,,
marvin bagley,2018,2,,Duke,College/University,SAC,,,,,,,,,,,,,,
luka doncic,2018,3,,Real Madrid Baloncesto (Spain),Other Team/Club,ATL,,,,,,,,,,,,,,
jaren jackson,2018,4,PF-C,Michigan State,College/University,MEM,81.75,83.25,236.0,89.25,110.0,7.2,10.0,10.0,,,,,,
trae young,2018,5,PG,Oklahoma,College/University,DAL,72.5,73.75,177.8,75.0,95.5,5.35,8.0,9.25,,,,,,
mo bamba,2018,6,C,Texas,College/University,ORL,83.25,84.75,225.6,94.0,115.5,6.2,9.75,10.25,,,,,,
wendell carter,2018,7,C-PF,Duke,College/University,CHI,80.75,82.0,251.4,88.5,109.0,7.85,8.5,9.0,,,,,,
collin sexton,2018,8,PG,Alabama,College/University,CLE,72.5,73.5,183.0,79.25,98.5,5.6,8.25,8.5,,,,,,
kevin knox,2018,9,SF,Kentucky,College/University,NYK,79.75,81.0,212.6,83.75,108.0,4.95,8.75,9.25,,,,,,
mikal bridges,2018,10,,Villanova,College/University,PHI,,,,,,,,,,,,,,
shai gilgeous alexander,2018,11,PG,Kentucky,College/University,CHA,76.5,78.0,180.0,83.5,104.0,3.0,9.0,9.0,,,,,,
miles bridges,2018,12,SF,Michigan State,College/University,LAC,77.25,78.75,220.4,81.5,103.5,5.9,9.0,9.75,,,,,,
jerome robinson,2018,13,SG,Boston College,College/University,LAC,76.0,77.0,188.4,79.25,98.0,6.05,9.0,10.0,,,,,,
michael porter,2018,14,SF-PF,Missouri,College/University,DEN,81.5,82.75,211.0,84.25,108.5,6.4,8.75,9.25,,,,,,
troy brown,2018,15,SF,Oregon,College/University,WAS,77.75,78.75,208.0,82.25,105.0,7.05,9.0,9.75,26.0,33.0,11.51,3.29,3.33,5.0
zhaire smith,2018,16,SF-SG,Texas Tech,College/University,PHX,74.75,76.0,198.6,81.75,100.0,6.05,8.75,8.25,33.0,41.5,11.02,3.15,3.05,10.0
donte divincenzo,2018,17,SG,Villanova,College/University,MIL,75.5,76.5,200.6,78.0,97.5,5.0,8.25,9.0,34.5,42.0,10.72,3.12,3.11,12.0
lonnie walker,2018,18,SG,Miami (FL),College/University,SAS,75.75,76.5,196.2,82.25,99.5,5.65,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0
kevin huerter,2018,19,SG,Maryland,College/University,ATL,78.25,79.25,194.0,79.5,101.5,8.6,8.25,8.5,31.0,38.0,10.89,2.97,3.09,9.0
josh okogie,2018,20,SG,Georgia Tech,College/University,MIN,75.0,76.5,210.8,84.0,102.0,5.2,9.0,9.75,33.0,42.0,11.08,3.03,3.04,12.0
grayson allen,2018,21,SG,Duke,College/University,UTA,75.0,76.5,198.0,79.25,97.0,5.55,8.25,10.0,32.5,40.5,10.31,3.04,3.15,
chandler hutchison,2018,22,,Boise State,College/University,CHI,,,,,,,,,,,,,,
aaron holiday,2018,23,PG,California-Los Angeles,College/University,IND,71.75,72.75,187.0,79.5,97.0,6.4,8.75,8.5,25.5,33.0,10.96,3.22,3.27,
anfernee simons,2018,24,SG-PG,IMG Academy,High School,POR,74.25,75.25,183.2,81.25,99.5,7.7,8.75,9.0,32.0,41.5,11.27,3.16,3.1,1.0
moritz wagner,2018,25,C-PF,Michigan,College/University,LAL,82.5,83.5,241.4,84.0,108.0,6.75,9.0,10.75,27.0,34.0,11.48,3.07,3.18,8.0
landry shamet,2018,26,PG,Wichita State,College/University,PHI,76.0,77.25,188.6,78.75,100.0,4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0
robert williams,2018,27,,Texas A&M,College/University,BOS,,,,,,,,,,,,,,
jacob evans,2018,28,SG-SF,Cincinnati,College/University,GSW,76.25,77.5,199.6,81.25,102.5,6.5,9.0,9.25,28.0,35.5,11.11,3.14,3.2,8.0
dzanan musa,2018,29,,KK Cedevita (Croatia),Other Team/Club,BKN,,,,,,,,,,,,,,
omari spellman,2018,30,PF-C,Villanova,College/University,ATL,80.0,81.25,253.8,86.0,107.5,13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0
elie okobo,2018,31,,Elan Bearnais Pau-Orthez (France),Other Team/Club,PHX,,,,,,,,,,,,,,
jevon carter,2018,32,PG,West Virginia,College/University,MEM,72.25,73.5,196.2,76.25,95.0,4.15,9.25,8.5,29.0,36.5,11.04,3.05,3.18,14.0
